segment_id,ts,vehicle_count,avg_speed_kmh,occupancy_pct,speed_limit_kmh,hour,day_of_week,is_weekend,is_rush,lag_1h,lag_24h,rolling_mean_3h,event_timestamp
agripas-00,2024-01-29 18:00:00,725,17.6,76.4,40,18,0,0,1,515.0,146.0,528.6666666666666,2024-01-29 18:00:00
agripas-00,2024-01-30 17:00:00,711,18.0,72.2,40,17,1,0,1,725.0,757.0,650.3333333333334,2024-01-30 17:00:00
agripas-00,2024-01-31 16:00:00,547,27.0,55.4,40,16,2,0,1,711.0,530.0,661.0,2024-01-31 16:00:00
agripas-00,2024-02-01 15:00:00,584,24.0,60.0,40,15,3,0,0,547.0,486.0,614.0,2024-02-01 15:00:00
agripas-00,2024-02-02 14:00:00,316,33.6,36.8,40,14,4,1,0,584.0,303.0,482.3333333333333,2024-02-02 14:00:00
agripas-00,2024-02-03 13:00:00,70,39.8,7.3,40,13,5,1,0,316.0,314.0,323.3333333333333,2024-02-03 13:00:00
agripas-00,2024-02-04 12:00:00,294,34.2,30.7,40,12,6,0,0,70.0,648.0,226.66666666666666,2024-02-04 12:00:00
agripas-00,2024-02-05 11:00:00,278,35.2,30.1,40,11,0,0,0,294.0,74.0,214.0,2024-02-05 11:00:00
agripas-00,2024-02-06 10:00:00,410,27.2,43.4,40,10,1,0,0,278.0,379.0,327.3333333333333,2024-02-06 10:00:00
agripas-00,2024-02-07 09:00:00,703,12.1,79.4,40,9,2,0,1,410.0,733.0,463.6666666666667,2024-02-07 09:00:00
agripas-00,2024-02-08 08:00:00,783,10.9,83.2,40,8,3,0,1,703.0,665.0,632.0,2024-02-08 08:00:00
agripas-00,2024-02-09 07:00:00,197,35.6,21.4,40,7,4,1,1,783.0,525.0,561.0,2024-02-09 07:00:00
agripas-00,2024-02-10 06:00:00,60,40.5,6.4,40,6,5,1,0,197.0,256.0,346.6666666666667,2024-02-10 06:00:00
agripas-00,2024-02-11 05:00:00,112,35.4,12.0,40,5,6,0,0,60.0,116.0,123.0,2024-02-11 05:00:00
agripas-00,2024-02-12 04:00:00,49,38.2,6.2,40,4,0,0,0,112.0,72.0,73.66666666666667,2024-02-12 04:00:00
agripas-00,2024-02-13 03:00:00,55,40.9,6.1,40,3,1,0,0,49.0,53.0,72.0,2024-02-13 03:00:00
agripas-00,2024-02-14 02:00:00,61,39.4,6.1,40,2,2,0,0,55.0,58.0,55.0,2024-02-14 02:00:00
agripas-00,2024-02-15 01:00:00,68,36.9,6.3,40,1,3,0,0,61.0,51.0,61.333333333333336,2024-02-15 01:00:00
agripas-00,2024-02-16 00:00:00,73,40.3,7.7,40,0,4,1,0,68.0,62.0,67.33333333333333,2024-02-16 00:00:00
agripas-00,2024-02-16 23:00:00,11,39.8,1.3,40,23,4,1,0,73.0,64.0,50.666666666666664,2024-02-16 23:00:00
agripas-00,2024-02-17 22:00:00,321,33.6,33.9,40,22,5,1,0,11.0,85.0,135.0,2024-02-17 22:00:00
agripas-00,2024-02-18 21:00:00,117,40.4,15.3,40,21,6,0,0,321.0,15.0,149.66666666666666,2024-02-18 21:00:00
agripas-00,2024-02-19 20:00:00,263,33.3,27.2,40,20,0,0,0,117.0,346.0,233.66666666666666,2024-02-19 20:00:00
agripas-00,2024-02-20 19:00:00,484,28.6,50.7,40,19,1,0,0,263.0,515.0,288.0,2024-02-20 19:00:00
agripas-00,2024-02-21 18:00:00,722,16.2,75.8,40,18,2,0,1,484.0,725.0,489.6666666666667,2024-02-21 18:00:00
agripas-00,2024-02-22 17:00:00,771,14.4,79.3,40,17,3,0,1,722.0,711.0,659.0,2024-02-22 17:00:00
agripas-00,2024-02-23 16:00:00,90,39.7,9.4,40,16,4,1,1,771.0,547.0,527.6666666666666,2024-02-23 16:00:00
agripas-00,2024-02-24 15:00:00,51,39.2,6.7,40,15,5,1,0,90.0,584.0,304.0,2024-02-24 15:00:00
agripas-00,2024-02-25 14:00:00,419,31.9,45.5,40,14,6,0,0,51.0,316.0,186.66666666666666,2024-02-25 14:00:00
agripas-00,2024-02-26 13:00:00,350,33.9,36.1,40,13,0,0,0,419.0,70.0,273.3333333333333,2024-02-26 13:00:00
agripas-00,2024-02-27 12:00:00,289,35.7,30.3,40,12,1,0,0,350.0,294.0,352.6666666666667,2024-02-27 12:00:00
agripas-01,2024-01-01 00:00:00,60,39.7,6.4,40,0,0,0,0,355.49849447975913,355.49849447975913,60.0,2024-01-01 00:00:00
agripas-01,2024-01-01 23:00:00,65,40.1,5.6,40,23,0,0,0,60.0,355.49849447975913,62.5,2024-01-01 23:00:00
agripas-01,2024-01-02 22:00:00,98,39.0,9.6,40,22,1,0,0,65.0,355.49849447975913,74.33333333333333,2024-01-02 22:00:00
agripas-01,2024-01-03 21:00:00,142,35.9,14.3,40,21,2,0,0,98.0,355.49849447975913,101.66666666666667,2024-01-03 21:00:00
agripas-01,2024-01-04 20:00:00,292,35.8,28.4,40,20,3,0,0,142.0,355.49849447975913,177.33333333333334,2024-01-04 20:00:00
agripas-01,2024-01-05 19:00:00,23,41.4,1.4,40,19,4,1,0,292.0,355.49849447975913,152.33333333333334,2024-01-05 19:00:00
agripas-01,2024-01-06 18:00:00,100,38.5,11.5,40,18,5,1,1,23.0,355.49849447975913,138.33333333333334,2024-01-06 18:00:00
agripas-01,2024-01-07 17:00:00,768,10.9,85.5,40,17,6,0,1,100.0,355.49849447975913,297.0,2024-01-07 17:00:00
agripas-01,2024-01-08 16:00:00,657,16.8,73.9,40,16,0,0,1,768.0,355.49849447975913,508.3333333333333,2024-01-08 16:00:00
agripas-01,2024-01-09 15:00:00,536,26.1,54.6,40,15,1,0,0,657.0,355.49849447975913,653.6666666666666,2024-01-09 15:00:00
agripas-01,2024-01-10 14:00:00,368,31.8,40.8,40,14,2,0,0,536.0,355.49849447975913,520.3333333333334,2024-01-10 14:00:00
agripas-01,2024-01-11 13:00:00,315,36.6,32.6,40,13,3,0,0,368.0,355.49849447975913,406.3333333333333,2024-01-11 13:00:00
agripas-01,2024-01-12 12:00:00,645,19.0,65.0,40,12,4,1,0,315.0,355.49849447975913,442.6666666666667,2024-01-12 12:00:00
agripas-01,2024-01-13 11:00:00,71,37.8,7.0,40,11,5,1,0,645.0,355.49849447975913,343.6666666666667,2024-01-13 11:00:00
agripas-01,2024-01-14 10:00:00,330,32.4,38.8,40,10,6,0,0,71.0,355.49849447975913,348.6666666666667,2024-01-14 10:00:00
agripas-01,2024-01-15 09:00:00,742,15.3,78.4,40,9,0,0,1,330.0,355.49849447975913,381.0,2024-01-15 09:00:00
agripas-01,2024-01-16 08:00:00,739,4.0,92.5,40,8,1,0,1,742.0,355.49849447975913,603.6666666666666,2024-01-16 08:00:00
agripas-01,2024-01-17 07:00:00,702,16.3,74.4,40,7,2,0,1,739.0,355.49849447975913,727.6666666666666,2024-01-17 07:00:00
agripas-01,2024-01-18 06:00:00,302,37.1,32.2,40,6,3,0,0,702.0,355.49849447975913,581.0,2024-01-18 06:00:00
agripas-01,2024-01-19 05:00:00,74,40.0,8.8,40,5,4,1,0,302.0,355.49849447975913,359.3333333333333,2024-01-19 05:00:00
agripas-01,2024-01-20 04:00:00,46,40.0,5.7,40,4,5,1,0,74.0,355.49849447975913,140.66666666666666,2024-01-20 04:00:00
agripas-01,2024-01-21 03:00:00,65,40.1,6.1,40,3,6,0,0,46.0,355.49849447975913,61.666666666666664,2024-01-21 03:00:00
agripas-01,2024-01-22 02:00:00,60,37.6,6.4,40,2,0,0,0,65.0,355.49849447975913,57.0,2024-01-22 02:00:00
agripas-01,2024-01-23 01:00:00,70,39.4,6.7,40,1,1,0,0,60.0,355.49849447975913,65.0,2024-01-23 01:00:00
agripas-01,2024-01-24 00:00:00,67,39.2,5.8,40,0,2,0,0,70.0,60.0,65.66666666666667,2024-01-24 00:00:00
agripas-01,2024-01-24 23:00:00,59,41.1,5.8,40,23,2,0,0,67.0,65.0,65.33333333333333,2024-01-24 23:00:00
agripas-01,2024-01-25 22:00:00,96,37.4,9.3,40,22,3,0,0,59.0,98.0,74.0,2024-01-25 22:00:00
agripas-01,2024-01-26 21:00:00,9,40.5,1.0,40,21,4,1,0,96.0,142.0,54.666666666666664,2024-01-26 21:00:00
agripas-01,2024-01-27 20:00:00,290,37.4,32.9,40,20,5,1,0,9.0,292.0,131.66666666666666,2024-01-27 20:00:00
agripas-01,2024-01-28 19:00:00,540,24.8,57.6,40,19,6,0,0,290.0,23.0,279.6666666666667,2024-01-28 19:00:00
agripas-01,2024-01-29 18:00:00,737,13.1,80.3,40,18,0,0,1,540.0,100.0,522.3333333333334,2024-01-29 18:00:00
agripas-01,2024-01-30 17:00:00,774,8.6,87.6,40,17,1,0,1,737.0,768.0,683.6666666666666,2024-01-30 17:00:00
agripas-01,2024-01-31 16:00:00,590,20.6,64.0,40,16,2,0,1,774.0,657.0,700.3333333333334,2024-01-31 16:00:00
agripas-01,2024-02-01 15:00:00,433,31.5,45.1,40,15,3,0,0,590.0,536.0,599.0,2024-02-01 15:00:00
agripas-01,2024-02-02 14:00:00,400,30.2,39.3,40,14,4,1,0,433.0,368.0,474.3333333333333,2024-02-02 14:00:00
agripas-01,2024-02-03 13:00:00,46,42.0,5.6,40,13,5,1,0,400.0,315.0,293.0,2024-02-03 13:00:00
agripas-01,2024-02-04 12:00:00,270,37.8,27.4,40,12,6,0,0,46.0,645.0,238.66666666666666,2024-02-04 12:00:00
agripas-01,2024-02-05 11:00:00,261,38.1,28.0,40,11,0,0,0,270.0,71.0,192.33333333333334,2024-02-05 11:00:00
agripas-01,2024-02-06 10:00:00,386,31.8,40.5,40,10,1,0,0,261.0,330.0,305.6666666666667,2024-02-06 10:00:00
agripas-01,2024-02-07 09:00:00,659,14.7,70.3,40,9,2,0,1,386.0,742.0,435.3333333333333,2024-02-07 09:00:00
agripas-01,2024-02-08 08:00:00,736,10.0,86.6,40,8,3,0,1,659.0,739.0,593.6666666666666,2024-02-08 08:00:00
agripas-01,2024-02-09 07:00:00,207,38.9,22.4,40,7,4,1,1,736.0,702.0,534.0,2024-02-09 07:00:00
agripas-01,2024-02-10 06:00:00,57,42.0,6.5,40,6,5,1,0,207.0,302.0,333.3333333333333,2024-02-10 06:00:00
agripas-01,2024-02-11 05:00:00,97,37.3,12.3,40,5,6,0,0,57.0,74.0,120.33333333333333,2024-02-11 05:00:00
agripas-01,2024-02-12 04:00:00,66,41.9,6.3,40,4,0,0,0,97.0,46.0,73.33333333333333,2024-02-12 04:00:00
agripas-01,2024-02-13 03:00:00,43,40.7,5.7,40,3,1,0,0,66.0,65.0,68.66666666666667,2024-02-13 03:00:00
agripas-01,2024-02-14 02:00:00,43,39.9,5.8,40,2,2,0,0,43.0,60.0,50.666666666666664,2024-02-14 02:00:00
agripas-01,2024-02-15 01:00:00,48,35.9,5.8,40,1,3,0,0,43.0,70.0,44.666666666666664,2024-02-15 01:00:00
agripas-01,2024-02-16 00:00:00,82,40.5,8.5,40,0,4,1,0,48.0,67.0,57.666666666666664,2024-02-16 00:00:00
agripas-01,2024-02-16 23:00:00,10,39.1,1.1,40,23,4,1,0,82.0,59.0,46.666666666666664,2024-02-16 23:00:00
agripas-01,2024-02-17 22:00:00,270,35.5,31.2,40,22,5,1,0,10.0,96.0,120.66666666666667,2024-02-17 22:00:00
agripas-01,2024-02-18 21:00:00,156,36.4,16.3,40,21,6,0,0,270.0,9.0,145.33333333333334,2024-02-18 21:00:00
agripas-01,2024-02-19 20:00:00,291,34.7,30.4,40,20,0,0,0,156.0,290.0,239.0,2024-02-19 20:00:00
agripas-01,2024-02-20 19:00:00,508,23.9,56.1,40,19,1,0,0,291.0,540.0,318.3333333333333,2024-02-20 19:00:00
agripas-01,2024-02-21 18:00:00,741,13.5,81.4,40,18,2,0,1,508.0,737.0,513.3333333333334,2024-02-21 18:00:00
agripas-01,2024-02-22 17:00:00,684,17.6,70.7,40,17,3,0,1,741.0,774.0,644.3333333333334,2024-02-22 17:00:00
agripas-01,2024-02-23 16:00:00,104,38.5,10.2,40,16,4,1,1,684.0,590.0,509.6666666666667,2024-02-23 16:00:00
agripas-01,2024-02-24 15:00:00,78,38.7,8.0,40,15,5,1,0,104.0,433.0,288.6666666666667,2024-02-24 15:00:00
agripas-01,2024-02-25 14:00:00,393,33.1,41.3,40,14,6,0,0,78.0,400.0,191.66666666666666,2024-02-25 14:00:00
agripas-01,2024-02-26 13:00:00,329,31.9,33.2,40,13,0,0,0,393.0,46.0,266.6666666666667,2024-02-26 13:00:00
agripas-01,2024-02-27 12:00:00,404,31.3,40.7,40,12,1,0,0,329.0,270.0,375.3333333333333,2024-02-27 12:00:00
agripas-02,2024-01-01 00:00:00,39,39.1,5.5,40,0,0,0,0,355.49849447975913,355.49849447975913,39.0,2024-01-01 00:00:00
agripas-02,2024-01-01 23:00:00,56,42.0,6.5,40,23,0,0,0,39.0,355.49849447975913,47.5,2024-01-01 23:00:00
agripas-02,2024-01-02 22:00:00,51,39.0,6.8,40,22,1,0,0,56.0,355.49849447975913,48.666666666666664,2024-01-02 22:00:00
agripas-02,2024-01-03 21:00:00,122,37.1,12.2,40,21,2,0,0,51.0,355.49849447975913,76.33333333333333,2024-01-03 21:00:00
agripas-02,2024-01-04 20:00:00,269,36.2,29.1,40,20,3,0,0,122.0,355.49849447975913,147.33333333333334,2024-01-04 20:00:00
agripas-02,2024-01-05 19:00:00,10,37.3,1.3,40,19,4,1,0,269.0,355.49849447975913,133.66666666666666,2024-01-05 19:00:00
agripas-02,2024-01-06 18:00:00,128,39.2,13.4,40,18,5,1,1,10.0,355.49849447975913,135.66666666666666,2024-01-06 18:00:00
agripas-02,2024-01-07 17:00:00,746,4.0,93.9,40,17,6,0,1,128.0,355.49849447975913,294.6666666666667,2024-01-07 17:00:00
agripas-02,2024-01-08 16:00:00,633,17.4,68.2,40,16,0,0,1,746.0,355.49849447975913,502.3333333333333,2024-01-08 16:00:00
agripas-02,2024-01-09 15:00:00,420,29.8,45.0,40,15,1,0,0,633.0,355.49849447975913,599.6666666666666,2024-01-09 15:00:00
agripas-02,2024-01-10 14:00:00,354,32.5,36.8,40,14,2,0,0,420.0,355.49849447975913,469.0,2024-01-10 14:00:00
agripas-02,2024-01-11 13:00:00,352,31.6,36.9,40,13,3,0,0,354.0,355.49849447975913,375.3333333333333,2024-01-11 13:00:00
agripas-02,2024-01-12 12:00:00,524,26.4,56.4,40,12,4,1,0,352.0,355.49849447975913,410.0,2024-01-12 12:00:00
agripas-02,2024-01-13 11:00:00,61,37.8,6.5,40,11,5,1,0,524.0,355.49849447975913,312.3333333333333,2024-01-13 11:00:00
agripas-02,2024-01-14 10:00:00,424,28.3,46.6,40,10,6,0,0,61.0,355.49849447975913,336.3333333333333,2024-01-14 10:00:00
agripas-02,2024-01-15 09:00:00,634,21.4,66.7,40,9,0,0,1,424.0,355.49849447975913,373.0,2024-01-15 09:00:00
agripas-02,2024-01-16 08:00:00,784,6.6,92.4,40,8,1,0,1,634.0,355.49849447975913,614.0,2024-01-16 08:00:00
agripas-02,2024-01-17 07:00:00,612,21.5,67.3,40,7,2,0,1,784.0,355.49849447975913,676.6666666666666,2024-01-17 07:00:00
agripas-02,2024-01-18 06:00:00,329,34.9,34.9,40,6,3,0,0,612.0,355.49849447975913,575.0,2024-01-18 06:00:00
agripas-02,2024-01-19 05:00:00,65,39.3,8.5,40,5,4,1,0,329.0,355.49849447975913,335.3333333333333,2024-01-19 05:00:00
agripas-02,2024-01-20 04:00:00,49,36.0,5.1,40,4,5,1,0,65.0,355.49849447975913,147.66666666666666,2024-01-20 04:00:00
agripas-02,2024-01-21 03:00:00,50,40.0,5.5,40,3,6,0,0,49.0,355.49849447975913,54.666666666666664,2024-01-21 03:00:00
agripas-02,2024-01-22 02:00:00,32,39.4,5.6,40,2,0,0,0,50.0,355.49849447975913,43.666666666666664,2024-01-22 02:00:00
agripas-02,2024-01-23 01:00:00,72,38.9,7.2,40,1,1,0,0,32.0,355.49849447975913,51.333333333333336,2024-01-23 01:00:00
agripas-02,2024-01-24 00:00:00,50,39.4,5.8,40,0,2,0,0,72.0,39.0,51.333333333333336,2024-01-24 00:00:00
agripas-02,2024-01-24 23:00:00,64,40.5,6.8,40,23,2,0,0,50.0,56.0,62.0,2024-01-24 23:00:00
agripas-02,2024-01-25 22:00:00,85,39.8,8.2,40,22,3,0,0,64.0,51.0,66.33333333333333,2024-01-25 22:00:00
agripas-02,2024-01-26 21:00:00,7,39.3,1.2,40,21,4,1,0,85.0,122.0,52.0,2024-01-26 21:00:00
agripas-02,2024-01-27 20:00:00,304,33.6,32.8,40,20,5,1,0,7.0,269.0,132.0,2024-01-27 20:00:00
agripas-02,2024-01-28 19:00:00,547,22.9,57.5,40,19,6,0,0,304.0,10.0,286.0,2024-01-28 19:00:00
agripas-02,2024-01-29 18:00:00,780,5.3,89.9,40,18,0,0,1,547.0,128.0,543.6666666666666,2024-01-29 18:00:00
agripas-02,2024-01-30 17:00:00,741,14.5,78.5,40,17,1,0,1,780.0,746.0,689.3333333333334,2024-01-30 17:00:00
agripas-02,2024-01-31 16:00:00,685,18.6,72.7,40,16,2,0,1,741.0,633.0,735.3333333333334,2024-01-31 16:00:00
agripas-02,2024-02-01 15:00:00,416,28.3,44.9,40,15,3,0,0,685.0,420.0,614.0,2024-02-01 15:00:00
agripas-02,2024-02-02 14:00:00,360,33.0,39.2,40,14,4,1,0,416.0,354.0,487.0,2024-02-02 14:00:00
agripas-02,2024-02-03 13:00:00,71,38.5,6.7,40,13,5,1,0,360.0,352.0,282.3333333333333,2024-02-03 13:00:00
agripas-02,2024-02-04 12:00:00,333,33.6,30.4,40,12,6,0,0,71.0,524.0,254.66666666666666,2024-02-04 12:00:00
agripas-02,2024-02-05 11:00:00,316,34.1,31.4,40,11,0,0,0,333.0,61.0,240.0,2024-02-05 11:00:00
agripas-02,2024-02-06 10:00:00,405,33.3,40.9,40,10,1,0,0,316.0,424.0,351.3333333333333,2024-02-06 10:00:00
agripas-02,2024-02-07 09:00:00,713,18.3,72.1,40,9,2,0,1,405.0,634.0,478.0,2024-02-07 09:00:00
agripas-02,2024-02-08 08:00:00,750,15.5,74.7,40,8,3,0,1,713.0,784.0,622.6666666666666,2024-02-08 08:00:00
agripas-02,2024-02-09 07:00:00,166,36.7,17.7,40,7,4,1,1,750.0,612.0,543.0,2024-02-09 07:00:00
agripas-02,2024-02-10 06:00:00,56,39.2,6.0,40,6,5,1,0,166.0,329.0,324.0,2024-02-10 06:00:00
agripas-02,2024-02-11 05:00:00,111,39.5,11.0,40,5,6,0,0,56.0,65.0,111.0,2024-02-11 05:00:00
agripas-02,2024-02-12 04:00:00,81,39.4,7.5,40,4,0,0,0,111.0,49.0,82.66666666666667,2024-02-12 04:00:00
agripas-02,2024-02-13 03:00:00,79,39.0,6.0,40,3,1,0,0,81.0,50.0,90.33333333333333,2024-02-13 03:00:00
agripas-02,2024-02-14 02:00:00,50,40.9,6.4,40,2,2,0,0,79.0,32.0,70.0,2024-02-14 02:00:00
agripas-02,2024-02-15 01:00:00,57,39.0,6.3,40,1,3,0,0,50.0,72.0,62.0,2024-02-15 01:00:00
agripas-02,2024-02-16 00:00:00,103,37.4,8.9,40,0,4,1,0,57.0,50.0,70.0,2024-02-16 00:00:00
agripas-02,2024-02-16 23:00:00,8,38.1,1.2,40,23,4,1,0,103.0,64.0,56.0,2024-02-16 23:00:00
agripas-02,2024-02-17 22:00:00,273,38.5,29.2,40,22,5,1,0,8.0,85.0,128.0,2024-02-17 22:00:00
agripas-02,2024-02-18 21:00:00,168,37.1,15.6,40,21,6,0,0,273.0,7.0,149.66666666666666,2024-02-18 21:00:00
agripas-02,2024-02-19 20:00:00,308,33.0,31.7,40,20,0,0,0,168.0,304.0,249.66666666666666,2024-02-19 20:00:00
agripas-02,2024-02-20 19:00:00,574,21.2,59.5,40,19,1,0,0,308.0,547.0,350.0,2024-02-20 19:00:00
agripas-02,2024-02-21 18:00:00,705,16.7,73.7,40,18,2,0,1,574.0,780.0,529.0,2024-02-21 18:00:00
agripas-02,2024-02-22 17:00:00,746,8.1,89.7,40,17,3,0,1,705.0,741.0,675.0,2024-02-22 17:00:00
agripas-02,2024-02-23 16:00:00,61,40.4,8.2,40,16,4,1,1,746.0,685.0,504.0,2024-02-23 16:00:00
agripas-02,2024-02-24 15:00:00,54,39.4,5.5,40,15,5,1,0,61.0,416.0,287.0,2024-02-24 15:00:00
agripas-02,2024-02-25 14:00:00,275,33.4,31.9,40,14,6,0,0,54.0,360.0,130.0,2024-02-25 14:00:00
agripas-02,2024-02-26 13:00:00,338,31.8,35.2,40,13,0,0,0,275.0,71.0,222.33333333333334,2024-02-26 13:00:00
agripas-02,2024-02-27 12:00:00,300,34.8,30.6,40,12,1,0,0,338.0,333.0,304.3333333333333,2024-02-27 12:00:00
begin-boulevard-00,2024-01-01 00:00:00,123,79.6,6.3,80,0,0,0,0,355.49849447975913,355.49849447975913,123.0,2024-01-01 00:00:00
begin-boulevard-00,2024-01-01 23:00:00,131,78.5,7.3,80,23,0,0,0,123.0,355.49849447975913,127.0,2024-01-01 23:00:00
begin-boulevard-00,2024-01-02 22:00:00,114,78.1,7.6,80,22,1,0,0,131.0,355.49849447975913,122.66666666666667,2024-01-02 22:00:00
begin-boulevard-00,2024-01-03 21:00:00,315,76.2,17.7,80,21,2,0,0,114.0,355.49849447975913,186.66666666666666,2024-01-03 21:00:00
begin-boulevard-00,2024-01-04 20:00:00,534,71.9,31.5,80,20,3,0,0,315.0,355.49849447975913,321.0,2024-01-04 20:00:00
begin-boulevard-00,2024-01-05 19:00:00,29,80.6,1.3,80,19,4,1,0,534.0,355.49849447975913,292.6666666666667,2024-01-05 19:00:00
begin-boulevard-00,2024-01-06 18:00:00,261,79.6,12.6,80,18,5,1,1,29.0,355.49849447975913,274.6666666666667,2024-01-06 18:00:00
begin-boulevard-00,2024-01-07 17:00:00,780,31.8,75.9,80,17,6,0,1,261.0,355.49849447975913,356.6666666666667,2024-01-07 17:00:00
begin-boulevard-00,2024-01-08 16:00:00,754,46.0,62.7,80,16,0,0,1,780.0,355.49849447975913,598.3333333333334,2024-01-08 16:00:00
begin-boulevard-00,2024-01-09 15:00:00,787,56.6,49.2,80,15,1,0,0,754.0,355.49849447975913,773.6666666666666,2024-01-09 15:00:00
begin-boulevard-00,2024-01-10 14:00:00,718,63.6,42.7,80,14,2,0,0,787.0,355.49849447975913,753.0,2024-01-10 14:00:00
begin-boulevard-00,2024-01-11 13:00:00,614,70.3,32.2,80,13,3,0,0,718.0,355.49849447975913,706.3333333333334,2024-01-11 13:00:00
begin-boulevard-00,2024-01-12 12:00:00,702,42.2,65.7,80,12,4,1,0,614.0,355.49849447975913,678.0,2024-01-12 12:00:00
begin-boulevard-00,2024-01-13 11:00:00,128,78.9,6.8,80,11,5,1,0,702.0,355.49849447975913,481.3333333333333,2024-01-13 11:00:00
begin-boulevard-00,2024-01-14 10:00:00,770,65.6,39.0,80,10,6,0,0,128.0,355.49849447975913,533.3333333333334,2024-01-14 10:00:00
begin-boulevard-00,2024-01-15 09:00:00,763,46.2,61.0,80,9,0,0,1,770.0,355.49849447975913,553.6666666666666,2024-01-15 09:00:00
begin-boulevard-00,2024-01-16 08:00:00,768,21.8,82.7,80,8,1,0,1,763.0,355.49849447975913,767.0,2024-01-16 08:00:00
